ra,turma
11108414,NS1BCJ0204-15SB
11108414,NANHH2016-13SB
11108414,NAMCTC024-15SB
11108414,NABHS0001-15SB
11037514,NB2ESTO903-17SA
21017816,NAESHR008-13SB
21017816,NAESHP019-13SB
21017816,NAESHR018-13SB
11201922363,DB2BCL0306-15SA
11201922363,DB4BCJ0204-15SA
11201922363,DB2BCN0402-15SA
11201922363,DB4BCN0404-15SA
11201922363,DB1BCM0504-15SA
11060011,NANHH2085-16SB
11060011,DANHH2028-13SB
11060011,DANHH2034-13SB
11060011,DANHH2087-16SB
11060011,DANHH2041-13SB
11060011,DANHI2049-13SB
21004313,NS3BCJ0204-15SB
21004313,DA2BCK0103-15SA
21004313,DS1BCM0505-15SA
21004313,DAMCTC022-15SB
11093210,NAESZM039-17SA
11093210,NAESTM003-17SA
11201810568,DAESHC002-17SB
11201810568,DAESZR002-13SB
11201810568,DAESHC028-17SB
11201810568,DB2BCN0402-15SB
11201810568,DAESHC020-17SB
21052612,NA2ESTU026-17SA
21052612,DC1ESTO903-17SA
21052612,NAESTO016-17SA
21052612,NAESTU029-17SA
21052612,DAESZU032-17SA
11036116,NA4BCL0308-15SA
11036116,NANHZ5021-16SA
11036116,NAESZE104-17SA
11036116,NS5BCJ0204-15SA
11036116,NA3BCN0404-15SA
11053111,NA2MCTA014-15SA
11053111,NB4MCTA028-15SA
11201920439,DB2BCL0306-15SA
11201920439,DB5BCJ0204-15SA
11201920439,DB2BCN0402-15SA
11201920439,DB3BCN0404-15SA
11201920439,DB2BCM0504-15SA
11109314,NB2MCTB001-17SA
11109314,NA2ESTU026-17SA
11109314,NB1ESTO013-17SA
11109314,NA1ESTO903-17SA
11109314,NA2NHI5011-13SA
11075613,NA2MCTA008-17SA
11075613,NA1MCTA017-17SA
11075613,NAMCZA019-17SA
11025215,DAMCTA004-17SA
11025215,DAESTI019-17SA
11025215,DAESTA010-17SA
11025215,DA1ESZI014-17SA
11065614,NA1MCTA002-17SA
11065614,NA2MCTA014-15SA
11065614,NAMCZA019-17SA
11065614,NAMCTA027-17SA
11044215,NA1ESTB018-17SB
11044215,NA1BCJ0204-15SB
11044215,NAESZB015-17SB
11044215,NA1ESTB010-17SB
11000616,DAESTB007-17SB
11000616,DA1ESTB018-17SB
11000616,DAESTO013-17SB
11000616,DBESTO903-17SB
11000616,DAESTB030-17SB
11000616,DAESTB010-17SB
11040015,NB3BCK0103-15SA
11040015,NBNHI2049-13SA
11040015,NB3MCTA028-15SA
11087515,NA2BIS0005-15SA
11087515,NA3BCN0402-15SA
11087215,NA3BCK0103-15SA
11087215,NAESTA006-17SA
11087215,DA1BIN0406-15SA
11087215,NB4MCTA028-15SA
11087215,DB2ESTI013-17SA
11087215,DBESTI003-17SA
11116716,NA2ESTO902-17SA
11116716,NA1ESTO903-17SA
11116716,NANHI5015-15SA
11116716,NB2ESTO006-17SA
11116716,NBESTO008-17SA
11037808,NANHT3090-15SA
11064615,NA2ESTA011-17SA
11064615,NA1ESTO001-17SA
11064615,NAESZE104-17SA
11064615,NA2ESTO902-17SA
11064615,DC1ESTO903-17SA
11064615,NA2BCK0103-15SA
11064615,NB1ESTO006-17SA
11201720990,NB1BIR0603-15SA
11201720990,NA1BIL0304-15SA
11201720990,NB3BCJ0204-15SA
11201720990,NB1BIN0406-15SA
11201720990,NA1BCM0505-15SA
11201822551,NA1BIJ0207-15SA
11201822551,NA2BIS0003-15SA
11201822551,NB3BCK0103-15SA
11201822551,NA1BCM0505-15SA
11201822551,NAESZI043-17SA
13201723223,NAESHR022-14SB
13201723223,NAESHR007-14SB
13201723223,NAESHR011-13SB
13201723223,NAESHR017-13SB
21060813,NAESHC028-17SB
21060813,NA5BCJ0204-15SB
21060813,NA2ESTO012-17SB
11022314,NAESTA005-17SA
11022314,DA1ESTA004-17SA
11022314,DAESTI002-17SA
11022314,DB1ESTO903-17SA
11022314,DAESTE020-17SA
11022314,NA3ESTI003-17SA
11118309,DANHT1048-15SA
11201722724,NB2BIS0003-15SB
11201722724,NAESTM004-17SA
11201722724,DCBIN0406-15SB
11201722724,DAESTM005-17SA
11201722724,DAESTO012-17SB
11201722724,NAESTM019-17SA
11201811167,NB1BIS0003-15SB
11201811167,NABHO1335-15SB
11201811167,NANHH2032-13SB
11201811167,NAESHR025-14SB
21002614,DAESTB007-17SB
21002614,NA2ESTA002-17SB
21002614,NBESTO903-17SB
21002614,NA2ESTO016-17SB
21002614,NA2ESTB022-17SB
21002614,DAESTO012-17SB
21017210,NB2MCTB001-17SA
21017210,NA2ESHC035-17SB
21017210,NAESHC039-17SB
11021013,DAESZA005-17SA
11021013,NB1MCTA028-15SA
11021013,NBESTA010-17SA
11021013,NA3ESTI003-17SA
11123911,NAMCTC002-15SB
11123911,NAMCTC011-15SB
11201722353,NA2ESTO013-17SA
11201722353,NA1BCK0103-15SA
11201722353,DANHI2049-13SA
11201722353,NA5MCTA028-15SA
11071611,NA2ESTO013-17SA
11071611,NAESTA016-17SA
11071611,DAESZA005-17SA
11071611,NAESTA010-17SA
11006514,DB2ESTA002-17SA
11006514,DB3BCK0103-15SA
11006514,DAESTI005-17SA
11006514,NA4ESTI003-17SA
11071816,NA2ESTO001-17SA
11071816,NA2ESTB018-17SB
11071816,DC3ESTO903-17SA
11071816,DAESTA006-17SA
11071816,NAESTO008-17SB
11071816,NA1ESTO012-17SB
11201921534,NA3BCJ0204-15SA
11201921534,NA2BCN0402-15SA
11201921534,NA1BCN0404-15SA
11113514,NA2ESTO016-17SB
11113514,DAESTG017-17SB
11113514,DAESTG019-17SB
11024110,NA2ESZI014-17SA
11073716,NA1BCM0506-15SA
11073716,NA8BCJ0204-15SA
11073716,NA1BCN0402-15SA
21076314,NS5BCJ0204-15SB
21076314,NA2BCN0402-15SB
11057608,NANHI2049-13SA
11057608,NA4MCTA028-15SA
13201723161,NAESHR026-14SB
11201932589,DA1BIJ0207-15SA
11201932589,DA1BIS0003-15SB
11201932589,DB1BCL0306-15SB
11201932589,DA1BIL0304-15SB
11201932589,DB1BCN0404-15SB
11201932589,DA2BCM0504-15SB
11114810,NANHT1093-16SA
11114810,NANHT1084-16SA
11201810035,NA6BCL0308-15SA
11201810035,DBMCTB009-17SA
11201810035,DB1BIR0603-15SA
11201810035,DBNHZ5020-15SA
11201810035,DA1ESTO013-17SA
11201810035,NB1BCK0103-15SA
11201811373,DB3BCL0308-15SA
11201811373,DB2BIQ0602-15SA
11201811373,DANHI2049-13SA
11201811373,DA1MCTA028-15SA
11201920973,NA1BIJ0207-15SB
11201920973,DA2BCL0306-15SB
11201920973,DA1BCM0504-15SB
11065112,DB2BIR0004-15SA
11108913,DA1MCTA014-15SA
11108913,DAMCZA042-17SA
11108913,DA1ESZI014-17SA
11108913,DAMCZA050-17SA
11201720120,DA4BCL0308-15SA
11201720120,DA1BIQ0602-15SA
11201720120,DANHT3012-15SA
11201811320,DA2BIR0004-15SA
11201811320,DAESTU023-17SA
11201811320,DA1BCM0506-15SA
11201811320,DA3BCK0103-15SA
11201811320,DA1MCTA014-15SA
11201811320,DAESTA020-17SA
11090214,DAMCTB009-17SB
11090214,NA1BCN0405-15SA
11090214,DBESTO008-17SA
11090214,NAESTU020-17SA
11042011,NAMCTC002-15SB
11042011,NAESHR017-13SB
11059916,NAESZM032-17SA
11059916,NAESTM004-17SA
11059916,NA2ESTO013-17SA
11059916,NAESTO016-17SA
21025114,NAMCTB001-17SB
21025114,NAESHT007-17SA
21025114,NAESTO008-17SB
21025114,NA1ESTO012-17SB
21025114,NAESHT023-17SB
11201921953,DCBIS0003-15SB
11201921953,DBBHO1335-15SB
11201921953,DBBHO1101-15SB
11201921953,DBBHO0001-15SB
11201921953,DBBHP0202-15SB
11001316,NAESZP045-13SB
11001316,NB1BCN0402-15SB
11001316,NB1BCN0405-15SA
11001316,NAESHR018-13SB
11097114,NA1BCN0405-15SA
11097114,NANHT3090-15SA
11097114,DAMCZD005-18SA
11201811699,NA2NHT1053-15SA
11201811699,NC3BCL0308-15SA
11201811699,NB3BCN0404-15SA
11201811699,DBMCTC002-15SA
11016314,NANHZ3084-15SA
11016314,DAMCTD010-18SA
11016314,DBNHZ5014-15SA
21069716,DA1ESTB002-17SB
21069716,DAMCTB009-17SB
21069716,DA1ESTB018-17SB
21069716,DAESZB006-17SB
21069716,NA2ESTO016-17SB
21069716,NA1ESTB010-17SB
11007716,DAMCZC002-15SB
11007716,DANHZ1024-15SA
11007716,DAMCTC022-15SB
11007716,DAMCTC011-15SA
11201810274,NB1BIR0004-15SB
11201810274,NS4BCJ0204-15SB
11201810274,NANHI2049-13SB
21021213,NANHH2009-13SB
21021213,NANHI2049-13SB
21021213,DANHH2088-16SB
21081416,NAESHC030-17SB
21081416,NAESHC034-17SB
21081416,NA1BIN0406-15SB
11090309,NAESTG023-17SB
11201920232,DB2BCL0306-15SA
11201920232,DB4BCJ0204-15SA
11201920232,DB2BCN0402-15SA
11201920232,DB4BCN0404-15SA
11201920232,DB3BCM0504-15SA
11201920465,NA1BCL0306-15SA
11201920465,NA6BCJ0204-15SA
11201920465,NA4BCN0402-15SA
11201920465,NA4BCN0404-15SA
11201920465,NA2BCM0504-15SA
11201721504,DAESTS015-17SB
11201721504,DBNHZ3086-15SA
11201721504,DAESTS001-17SB
11201721504,DFESTO903-17SB
11201721504,DAESTO008-17SA
11201721504,DAESTO012-17SB
11201721504,DC4MCTA028-15SA
11201721504,DAESTI003-17SA
21082616,NA2ESHC035-17SB
21082616,NAESHC008-17SB
21082616,NAESHC032-17SB
21082616,NAESHC031-17SB
21082616,NAESHC026-17SB
21082616,DAESZC013-17SB
11107210,NA4MCTA028-15SA
11201920715,NB3BCL0306-15SA
11201920715,NB7BCJ0204-15SA
11201920715,NB3BCN0402-15SA
11201920715,NB2BCN0404-15SA
11201920715,NB3BCM0504-15SA
11201721695,DB2MCTB001-17SA
11201721695,NA2ESTA002-17SA
11201721695,DBMCTC002-15SA
11201721695,DA1MCTA028-15SA
11201721695,DAMCZA047-17SA
11201920553,NA1BCL0306-15SB
11201920553,NAMCTC002-15SB
11201920553,NA2BCM0504-15SB
11201920553,NAMCTC011-15SB
21071316,NA1BIR0004-15SA
21071316,NA2BIS0003-15SA
21071316,NA1ESTU004-17SA
21071316,DA1BCM0506-15SA
21071316,DAESHT005-17SB
21071316,NA1BIN0406-15SB
11050108,DAESTO016-17SA
21032515,NB4MCTA028-15SA
21032515,NAMCTA027-17SA
11019515,NA3MCTA037-17SA
11019515,NB3BCK0103-15SA
11019515,NA1MCTA014-15SA
21028911,NAESZS002-17SB
21028911,NAESTS007-17SB
11201720328,NA2ESTA002-17SA
11201720328,NB1ESTO013-17SA
11201720328,NDESTO902-17SA
11201720328,NA1ESTA013-17SA
11201720328,DBESTI003-17SA
11011711,NAMCTB009-17SA
11011711,NAESHT007-17SA
11201921356,NA1BIJ0207-15SA
11201921356,DA1BIS0003-15SA
11201921356,NA1BIK0102-15SA
11201921356,NA1BIL0304-15SA
21080114,DA1ESTU004-17SA
21080114,DA2ESTA004-17SA
21080114,NB1BCK0103-15SB
21080114,DAESTO008-17SA
21080114,NBESTO012-17SB
11090815,NB2BCL0308-15SA
11090815,DCNHZ3086-15SA
11090815,DBESTO013-17SA
11090815,NA8BCJ0204-15SA
11085415,NA7BCJ0204-15SA
11085415,DB1BCN0405-15SA
11085415,NBESTO008-17SA
11201812364,NA1BIJ0207-15SA
11201812364,NA1BIR0004-15SA
11201812364,NB2ESTO902-17SA
11201812364,NAESZI030-17SA
11201812364,NB1BIN0406-15SA
11201812364,NANHZ5015-09SA
11201721306,NAMCTB003-17SA
11201721306,DAMCTB004-17SA
11201721306,DAMCTB008-17SA
11201721306,DAMCTB011-17SA
11201721306,NA1MCTA017-17SA
11201721306,DAMCZB038-17SA
11201921620,NB3BCL0306-15SA
11201921620,NB8BCJ0204-15SA
11201921620,NB3BCN0402-15SA
11201921620,NB2BCN0404-15SA
11201921620,NB3BCM0504-15SA
21057412,NAMCZC016-15SB
11201721357,DB2BIR0004-15SA
11201721357,DA1BCM0506-15SA
11201721357,DB2ESTO903-17SA
11201721357,NA3BCN0404-15SA
11201721357,DANHZ3023-15SA
11201810096,NB1BCL0308-15SA
11201810096,DANHT4002-13SA
11201810096,NB2ESTO013-17SA
11201810096,NB1BIQ0602-15SA
11201810096,NB1BCK0103-15SA
21039414,NAESZR002-13SB
21039414,NAESHR004-13SB
21039414,NAESHR008-13SB
21039414,NAESHR025-14SB
21039414,NABHS0001-15SB
21039414,NAESHR017-13SB
11112108,NAESZM034-17SA
11117311,DA2BIR0004-15SA
11201810412,DS1BCJ0204-15SA
11201810412,DA2BCN0402-15SA
11201810412,DA1MCTA028-15SA
21034112,NAESTG005-17SB
21034112,DAESTG017-17SB
21034112,DAESZG040-17SB
21034112,DAESTG019-17SB
11201720088,DA1BIQ0602-15SA
11201720088,NANHZ4029-15SA
11201720088,NANHT4051-15SA
11201720088,DANHT4041-15SA
21032911,DAESHC030-17SB
21032911,NAESHC008-17SB
21032911,DAESZC020-17SB
21032911,DB1BCN0402-15SB
21032911,NAESHC026-17SB
11061513,DANHZ5021-16SA
11061513,DANHZ5020-15SA
21044313,NAESHC030-17SB
21044313,NAESHC028-17SB
11201920313,DB2BCL0306-15SA
11201920313,DB2BCN0402-15SA
11201920313,DB2BCN0404-15SA
11201920313,DB3BCM0504-15SA
11201920313,DANHZ5014-15SA
11201721154,DCBIS0005-15SB
11201721154,DA1ESTB018-17SB
11201721154,DAESTO013-17SB
11201721154,DAESTO016-17SB
11201721154,DAESTB030-17SB
11201811738,NB1BIR0603-15SA
11201811738,NS7BCJ0204-15SA
11201811738,NB2BCN0402-15SA
11201811738,NANHI2049-13SA
11201811738,NA5MCTA028-15SA
21028514,NAESHP007-13SB
21028514,NAESHP013-13SB
21028514,NAESHP014-13SB
21084616,NA3BCL0308-15SB
21084616,NA1BCM0506-15SB
21084616,DS1BIK0102-15SA
21084616,DS6BCJ0204-15SA
21084616,DANHZ2024-11SA
11201810316,NB1BCL0308-15SA
11201810316,NB2BIQ0602-15SA
11201810316,NB1BCK0103-15SA
11201920899,NB4BCJ0204-15SA
11201920899,NB3BCN0402-15SA
11201920899,NB1BCN0404-15SA
11201920899,NB2BCM0504-15SA
11201920899,NB1BCL0306-15SA
11201921084,NB2BIS0003-15SB
11201921084,NBBHO1335-15SB
11201921084,NBBHO0001-15SB
11201921084,NBBHP0202-15SB
11111013,NANHZ3086-15SA
11111013,NAESZE104-17SA
11111013,NB2ESTO006-17SA
21058513,NA1ESTU024-17SA
21058513,NAESTU025-17SA
21058513,NAESTU020-17SA
11010416,DA1ESTU004-17SA
11010416,NBESTO008-17SA
11010416,NAESTU011-17SA
11010416,DDESTO012-17SA
11010416,NAESTU037-17SA
11044512,NAESTM010-17SA
11079115,DBESTU024-17SA
11079115,DA1ESTU026-17SA
11079115,DA2ESTO001-17SA
11079115,DAESZU014-17SA
11079115,DAESTU011-17SA
11079115,DAESTU037-17SA
11006512,NAESTU037-17SA
11108515,DA1NHT1053-15SA
11108515,NAESHT007-17SA
11108515,DS1BCJ0204-15SA
11108515,DA3BCK0103-15SA
11108515,DB4BCN0402-15SA
11065911,NB3BCJ0204-15SB
11065911,NA2BCN0404-15SA
11093109,DANHT3013-13SA
11093109,DAESZE106-17SA
11093109,NAESZE107-17SA
11201811806,NA2BIS0005-15SA
11201811806,NCBIR0004-15SB
11201811806,DCBIS0003-15SB
11201811806,DA1BIR0603-15SB
11201811806,DA1BIK0102-15SB
11201811806,DA1BIL0304-15SB
11001416,NCESTO903-17SB
11001416,NAESZS010-17SB
11001416,DC3MCTA028-15SA
11001416,DAESTS010-17SB
11001416,DAESTS008-17SB
11201812044,DC1BCL0308-15SA
11201812044,DA1BCM0506-15SA
11201812044,DBESTO013-17SA
11201812044,DA3BCK0103-15SA
11201812044,DB2BCN0404-15SA
21046815,DAESHP007-13SB
21046815,DAESHP013-13SB
21046815,DAESHP014-13SB
21046815,DAESHP018-14SB
21046815,DAESTO012-17SB
11012216,NAMCTB005-13SA
11012216,DANHT3071-15SA
11012216,NANHT3028-15SA
11012216,NANHT3072-15SA
11062615,NB2BCK0103-15SA
11062615,NA2NHI5011-13SA
11062615,NA1BCM0505-15SA
11201811020,NA1BIJ0207-15SB
11201811020,NA1BCN0404-15SB
11201811020,NB1BIN0406-15SB
11201811020,NABHP0202-15SB
11074114,NAMCTB001-17SB
11074114,NAMCTB009-17SB
11074114,NAMCZB035-17SA
11074114,NABHS0001-15SB
11074114,NA2ESTO012-17SB
11201921802,NB1BCL0306-15SA
11201921802,DA1BIQ0602-15SB
11201921802,NB5BCJ0204-15SA
11201921802,NB2BCN0402-15SA
11201921802,NB2BCN0404-15SA
11201921802,NB2BCM0504-15SA
21043715,NA1BIS0003-15SB
21043715,NB1BCL0308-15SB
21043715,NA1BIL0304-15SB
11201722506,NAESTE035-17SA
11201722506,NAESTE028-17SA
11201722506,NA1MCTA028-15SA
11201921580,NA2BIS0003-15SB
11201921580,NABHO1335-15SB
11201921580,NABHO1101-15SB
11201921580,NABHO0001-15SB
11201921580,NABHP0202-15SB
11122515,NA4BCL0308-15SA
11122515,NAESTE028-17SA
11122515,NA1ESTO006-17SA
11122515,NAESTE017-17SA
11122515,NAESZE044-17SA
11201920206,DB1BCL0306-15SA
11201920206,DB2BCJ0204-15SA
11201920206,DB4BCN0402-15SA
11201920206,DB3BCN0404-15SA
11201920206,DB1BCM0504-15SA
11032714,NAESTI019-17SA
11032714,NAESTI007-17SA
11032714,NAESTI005-17SA
11080516,NAMCTA004-17SA
11080516,NA1MCTA008-17SA
11080516,NAMCZB015-13SA
11080516,NAMCZA015-13SA
11080516,DAMCZA042-17SA
11080516,NA1MCTA017-17SA
21041115,NANHZ3086-15SA
21041115,NS4BCJ0204-15SA
21041115,NAESZI031-17SA
11201811675,NA1BCM0506-15SA
11201811675,NB3BCJ0204-15SA
11201722422,NANHH2041-13SB
11038516,DANHI5011-13SA
11039014,NAESTS012-17SB
11039014,NAMCTB010-13SB
11039014,NB2ESTO012-17SB
11049015,DCESTO012-17SA
21056413,NA2ESTS010-17SB
21056413,NAESTS008-17SB
11201921909,NB2BIS0003-15SB
11201921909,NBBHO1335-15SB
11201921909,NBBHO1101-15SB
11201921909,NBBHO0001-15SB
11201921909,NBBHP0202-15SB
11201811305,DA1BIJ0207-15SA
11201811305,DA1BIS0003-15SB
11201811305,DC1BCL0308-15SA
11201811305,NB1BCN0405-15SA
11201811305,DANHI2049-13SA
11201811305,DA1MCTA028-15SA
21051313,DA2BCL0308-15SB
21051313,DA1BIQ0602-15SB
21051313,DB3BCJ0204-15SB
21051313,DA1BCK0103-15SB
21051313,DCBIN0406-15SB
11005813,NA2ESTU024-17SA
11005813,NA1ESTU007-17SA
11005813,NA1ESTU032-17SA
11066712,DAESTG010-17SB
11060816,NAMCTA004-17SA
11060816,NA4MCTA037-17SA
11060816,NA1MCTA014-15SA
11060816,NA2MCTA027-17SA
11201921732,DBBIS0003-15SB
11201921732,DABHO1335-15SB
11201921732,DABHO1101-15SB
11201921732,DABHO0001-15SB
11201921732,DABHP0202-15SB
11201810612,DA1BCL0308-15SA
11201810612,DBMCTB009-17SA
11201810612,DA1BCM0506-15SA
11201810612,DA2ESTO013-17SA
11201810612,DA2BCK0103-15SA
11097215,NS2BCJ0204-15SB
11097215,NA1BCK0103-15SB
11097215,NAMCTC002-15SB
11097215,NB2ESTO012-17SB
11097215,NAMCTC011-15SB
21001616,NAESTS016-17SB
21001616,DAESZB021-17SB
21001616,DAESTS010-17SB
21001616,DAESTS008-17SB
21089015,NA1BIS0003-15SA
21089015,NA1BIN0406-15SA
21089015,NANHI2049-13SB
21089015,DANHI5011-13SB
11054714,NAESZE104-17SA
11201810444,DA1BIR0004-15SA
11201810444,DA4BCL0308-15SA
11201810444,DAMCTB009-17SA
11201810444,DS2BCJ0204-15SA
11201810444,DBNHI2049-13SA
11201810444,DC1MCTA028-15SA
11054511,NAESHP022-14SB
11054511,NAESHT021-17SB
11054511,NAESHT023-17SB
11201712913,DBESHC035-17SB
11003914,NABHQ0002-15SB
11201822497,NA2BIS0005-15SA
11201822497,NA1BCN0402-15SA
11201822497,NA3BCN0404-15SA
11201811420,NAESZP045-13SB
11201811420,NAESHP007-13SB
11201811420,NAESHP014-13SB
11201811420,NANHI5011-13SB
11201811420,NAESHP019-13SB
11067713,DAESTG011-17SB
11067713,NA2ESTO016-17SB
11067713,DAESZM023-17SA
11201722621,DAESHR004-13SB
11201722621,DAESHR008-13SB
11201722621,DAESHR026-14SB
11201722621,DAESHR025-14SB
11201722621,DAESHR017-13SB
11201720544,NB2BCL0306-15SA
11201720544,NA1BIR0603-15SB
11201720544,NA1BIN0406-15SA
11201720544,DS1BCM0505-15SA
11201722601,NAESTM004-17SA
11201722601,NA4ESTO001-17SA
11201722601,DAESHC002-17SB
11201722601,DAESZC020-17SB
11201722601,DA1ESTO903-17SA
11201722601,DBESTO012-17SB
11048412,DA2NHI5011-13SA
11048412,DA1NHT5013-15SA
11066516,NAMCTB009-17SB
11066516,NA1ESTO016-17SB
11066516,DC2MCTA028-15SA
11066516,NAESTA014-17SA
11201811750,NA5BCL0308-15SA
11201811750,NA2BIQ0602-15SA
11201811750,NBNHI2049-13SA
11201811750,NB5MCTA028-15SA
11119416,NAMCZC002-15SB
11119416,NAESHT005-17SB
11119416,DABHQ0301-15SB
21085114,DB2BCN0402-15SA
21085114,NANHT1058-15SB
21085114,NAMCTC022-15SB
11065715,NA1ESTB018-17SB
11065715,NAESZR007-13SB
11065715,NAESTO903-17SB
11065715,NS4BCJ0204-15SB
11065715,NAESZB021-17SB
11065715,NBESTO012-17SB
11065715,NABHQ0301-15SB
11201921829,NA2BCL0306-15SA
11201921829,NA1BCJ0204-15SA
11201921829,NA1BCN0402-15SA
11201921829,NA1BCN0404-15SA
11201921829,NA1BCM0504-15SA
11041015,NANHZ5021-16SA
11041015,NA3BCK0103-15SA
11041015,NA2NHT5013-15SA
11032516,NA2ESTO001-17SA
11032516,NDESTO902-17SA
11032516,DDESTO903-17SB
11032516,NAESTO016-17SA
11032516,NB2ESTO006-17SA
11032516,NBESTO008-17SA
11185309,NANHT1084-16SA
11201920911,NA2BIR0004-15SA
11201920911,NAESTU023-17SA
11201920911,NB1BIQ0602-15SA
11201920911,NA7BCJ0204-15SA
11201811142,DAESHR004-13SB
11201811142,DAESHR008-13SB
11201811142,DAESHR026-14SB
11201811142,DAESHR017-13SB
11201811142,DAESHR018-13SB
11201921595,DB2BCL0306-15SA
11201921595,DB2BCJ0204-15SA
11201921595,DB1BCN0402-15SA
11201921595,DB3BCN0404-15SA
11201921595,DB1BCM0504-15SA
11201810207,DA2BIR0004-15SA
11201810207,DA2BCL0308-15SA
11201810207,DA2BCM0504-15SB
11084513,NAESTG005-17SB
11084513,NAESZG031-17SB
11084513,DAESTG008-17SB
21071815,NAESTU023-17SA
21071815,NA1ESTU026-17SA
21071815,DC3ESTO902-17SA
21071815,DC1ESTO903-17SA
21071815,NAESTO008-17SA
21071815,NBESTO017-17SA
21071815,DDESTO012-17SA
11201810534,NA6BCL0308-15SA
11201810534,NA2BIQ0602-15SA
11201810534,NA1BCK0103-15SA
11201810534,NB2MCTA028-15SA
11201922177,DA2BCL0306-15SB
11201922177,DA5BCJ0204-15SB
11201922177,DA2BCN0402-15SB
11201922177,DA2BCN0404-15SB
11201922177,DA1BCM0504-15SB
11131510,NB1ESTO013-17SA
11131510,NANHT3012-15SA
11131510,DDESTO012-17SA
11131510,NA1ESTI013-17SA
11131510,NA4ESTI003-17SA
11067408,DAMCZD005-18SA
11000113,DANHI5011-13SA
21013810,NAMCZB015-13SA
11201920605,DA2BCL0306-15SA
11201920605,DA1BCJ0204-15SA
11201920605,DA2BCN0402-15SA
11201920605,DA4BCN0404-15SA
11201920605,DA3BCM0504-15SA
11082711,NAMCTA004-17SA
11082711,NA2MCTA014-15SA
11082711,DAESZA005-17SA
11082711,NA1ESZI014-17SA
11082711,NAESTA022-17SA
21004714,DAESHP022-14SB
11023114,NB6BCL0308-15SA
11023114,DB8BCJ0204-15SA
11023114,DANHT1048-15SA
11085610,DAESZP034-14SB
11085610,DAESZT014-17SB
11085610,NA1ESTS010-17SB
11085610,NA1ESTI003-17SB
11085610,NAESTS008-17SB
11047915,NAESTI019-17SA
11047915,NAESZI002-17SA
11047915,NAESTI017-17SA
11047915,NAESZI030-17SA
11047915,NAMCZB018-13SA
11201822418,DA1BIS0005-15SA
11201822418,DC1BCL0308-15SA
11201822418,DA3ESTO001-17SA
11201822418,DA1BIL0304-15SA
11201822418,DA3BCK0103-15SA
21034614,NB2MCTB001-17SA
21034614,NB1BIN0406-15SA
11006416,NAESHR022-14SB
11006416,NAESHR006-13SB
11006416,NAESHR007-14SB
11006416,NAESHR011-13SB
11006416,NA1BHS0001-15SB
11006416,NAESHP019-13SB
11110414,NBMCTB009-17SA
11110414,NAESTO016-17SA
11110414,NS4BCJ0204-15SB
11110414,NBESTO012-17SB
11110414,NB3MCTA028-15SA
11201922018,NA2ESHC035-17SB
11087510,DANHZ5016-15SA
11087510,NANHZ5015-09SA
11103511,NA2ESTU024-17SA
11103511,NA2ESTA011-17SA
11103511,NA2ESTO016-17SB
11102514,NAMCTD022-18SA
11102514,DDESTO012-17SA
11102514,NA1ESZI014-17SA
11201721050,DS2BCM0505-15SA
11201811555,DB1BIR0004-15SA
11201811555,DB2BCL0308-15SA
11201811555,DBESTO013-17SA
11201811555,DB3BCK0103-15SA
11201811555,DAESTA020-17SA
21032713,NAMCTC002-15SB
21032713,DBNHI2049-13SA
21036515,DA1ESTA002-17SB
21036515,DAESTS001-17SB
21036515,DEESTO903-17SB
21036515,DA2ESTO004-17SB
21036515,DAESTI003-17SA
11028815,NANHT3012-15SA
11028815,NANHZ3024-15SA
11028815,NANHT3089-15SA
11044616,NA5MCTA037-17SA
11044616,NAMCZB015-13SA
11044616,NAESZI043-17SA
11044616,NA2MCTA028-15SA
11055216,DA1NHT1053-15SA
11055216,DAESTB007-17SB
11055216,DA1ESTB018-17SB
11055216,NB2ESTO013-17SA
11055216,NAESTB030-17SB
11055216,DAESTB010-17SB
11055216,DANHZ6007-18SA
21069312,NAMCTC011-15SB
11027112,DAESZM033-17SA
11027112,NAESTM009-17SA
11201720298,NA3MCTA002-17SA
11201720298,NB3BCK0103-15SA
11201720298,DA1MCTA014-15SA
11067213,NAESZS002-17SB
11067213,NAESZS030-17SB
11201932448,DA1BIS0003-15SB
11201932448,DA1BIK0102-15SB
11201932448,DA1BIQ0602-15SB
11201932448,DA1BIL0304-15SB
11201932448,DB1BCM0504-15SB
11201722993,NAMCTB005-13SA
11201722993,NAMCTB008-17SA
11201722993,NAMCZB035-17SA
11201722993,DA1BIL0304-15SA
11201811282,NA4BCL0308-15SA
11201811282,NBMCTB009-17SA
11201811282,DA1BIR0603-15SB
11201811282,DS8BCJ0204-15SA
11201811282,NA3BCK0103-15SA
11201811282,NB5MCTA028-15SA
11060315,NANHT4001-15SA
11060315,NANHT4075-15SA
11060315,NANHT4040-15SA
11060315,NA1NHT4041-15SA
21064314,NAESHC008-17SB
21064314,NAESZC020-17SB
21064314,NAESHP026-14SB
21064314,NAESHP027-14SB
21064314,NAESHP018-14SB
11201720576,DA2ESTA002-17SA
11201720576,DBESTO013-17SA
11201720576,DAESTI005-17SA
11201720576,DAESTI003-17SA
11201921951,NA1BCL0306-15SA
11201921951,NA2BCJ0204-15SA
11201921951,NA3BCN0402-15SA
11201921951,NA2BCN0404-15SA
11201921951,NA2BCM0504-15SA
21048813,NAMCTA004-17SA
21048813,NA2MCTA014-15SA
21048813,NAMCZB015-13SA
21048813,NAMCZA015-13SA
