ra,turma
11201810306,DA1BIR0603-15SA
11201810306,DAESTO017-17SA
11201810306,DA1ESTO012-17SA
11201811640,NA1BIR0004-15SB
11201811640,DAESZG031-17SB
11201811640,DS4BCK0103-15SA
11201811640,NA3BCN0407-15SA
11201811640,NA2ESTO011-17SA
11201811640,NAESTU027-17SA
11201811640,NA3BCK0104-15SA
11081516,NA1BCJ0205-15SA
11081516,NABCN0402-15SA
11081516,NB1BCN0404-15SA
11081516,NA3BCL0307-15SA
11019814,DB3BCN0407-15SA
11019814,DB2BCK0104-15SA
11019814,NAMCZA030-13SB
11030916,NA1ESTE020-17SA
11030916,NB1BCK0104-15SA
11030916,NA2ESTA023-17SA
11030916,NB1ESTO017-17SA
11109213,DA1MCTA001-17SA
11109213,DA1MCTA033-15SA
11109213,DAMCTA015-13SA
11109213,DA3BCS0002-15SA
11109213,NA4MCTA022-17SA
11109213,DA1MCTA023-17SA
11032915,NA1ESTA002-17SA
11032915,NAESTE036-17SA
11032915,DA2ESTE019-17SA
11032915,NA2BCK0104-15SA
11032915,NBESTO014-17SA
21007115,NAESTB029-17SB
21007115,DAESTB027-17SB
11201922400,NA7BCJ0205-15SA
11201922400,NA3BCN0407-15SA
11201922400,NA4BCM0505-15SA
11201922400,NA3BCL0307-15SA
11201721275,NB1BIR0004-15SA
11201721275,DA3BCL0308-15SA
11201721275,NS1BIK0102-15SA
11201721275,NA3BCJ0204-15SA
21027411,DAESZU016-17SA
11044711,NA1ESTO001-17SB
11044711,NANHI5002-15SB
11044711,NC2BCJ0205-15SB
11044711,NS2BCK0103-15SB
11044711,NB1ESTA014-17SA
11201920797,NANHT1002-15SA
11201920797,NA7BCJ0205-15SA
11201920797,NA2BCN0407-15SA
11201920797,NA4BCM0505-15SA
11201920797,NA4BCL0307-15SA
11201822409,DB2BIS0005-15SB
11201822409,DAESZC031-17SB
11201822409,DAMCZC011-15SB
21005214,NCBCN0402-15SB
21005214,NIMCTC014-13SB
11040415,NAESTI010-17SA
11040415,NAESZI029-17SA
11040415,NAESTI008-17SA
11040415,NAESTI003-17SA
11201722206,DAESTS019-17SB
11201722206,DB1ESTO013-17SB
11201722206,NB3BCJ0205-15SB
11201722206,NB1BCK0104-15SB
11201722206,DAESZS021-17SB
11009709,NA3ESTA001-17SA
11012412,NAESTS005-17SB
11012412,NAESTS007-17SB
11012412,NA1ESTS011-17SB
11045915,NA4ESTO001-17SA
11045915,NAESTA006-17SA
11045915,NB1BCK0104-15SA
11045915,NA1NHT5012-15SA
11048216,NA1MCTA033-15SA
11048216,NAMCZA008-17SA
11048216,NA1MCTA015-13SA
11048216,NA1MCTA023-17SA
11048216,NA1MCTA026-13SA
11020415,DAESTG003-17SB
11020415,NBESTG017-17SB
11201912021,NANHZ2055-11SB
11201912021,NANHH2073-13SB
11201921299,NB3BCJ0205-15SA
11201921299,NBBCN0402-15SA
11201921299,NB6BCM0505-15SA
11201920308,NB3BCJ0205-15SA
11201920308,NB2BCN0407-15SA
11201920308,NB3BCM0505-15SA
11201920308,NB6BCL0307-15SA
21023313,NAESTG008-17SB
11201921671,DBNHZ3087-15SA
11201921671,NB9BCJ0205-15SA
11201921671,NB2BCN0407-15SA
11201921671,NB2BCM0505-15SA
11201921671,NB4BCL0307-15SA
11077515,DAESTB004-17SB
11077515,DAESTB027-17SB
11077515,NA2ESTO008-17SA
11077515,DAESZB010-17SB
11077515,DAESZB016-17SB
11201720818,DA1BIQ0602-15SB
11201720818,DAESHP024-14SB
11201720818,DAESZP029-13SB
11201720818,DAESZP039-14SB
11201720818,DAESHP029-14SB
11201811369,NA1BIR0603-15SB
11201811369,NA2ESTO001-17SB
11201811369,NB2ESTO016-17SB
11201811369,NA1ESTO011-17SB
11201811369,NA1BCK0104-15SB
11201811369,DC1ESTO012-17SA
11201921237,NB2BIR0603-15SA
11201921237,NA1BIQ0602-15SA
11201921237,NA1ESTO011-17SA
11201921237,NAESTU027-17SA
11117116,DAMCTB001-17SA
11117116,DIMCTB010-13SA
11117116,DA1BIR0603-15SA
11117116,DA3BCK0104-15SA
11086316,NA2ESTA001-17SA
11086316,NC2ESTO903-17SA
11086316,NAESTO016-17SA
11086316,NAESTA006-17SA
11086316,NA1ESTO008-17SA
11086316,DAESTA010-17SA
21042812,NAESHR002-13SB
21042812,NAESHR012-13SB
21042812,NAESHR028-14SB
21042812,NAESHR019-13SB
11201810119,NA1BIR0603-15SB
11201810119,DA1BIQ0602-15SB
11201810119,DABCN0402-15SA
11201810119,NA1ESTO011-17SB
11201810119,DA8BCM0505-15SA
11201811885,DB2BIR0603-15SA
11201811885,DS1BCK0103-15SA
11201811885,DAESTO011-17SA
11201811885,DB1BCK0104-15SA
11201811885,DB1ESTO012-17SA
11201811885,DA5BCL0307-15SA
11201723010,NABHO0102-15SB
11201723010,NAESHT006-17SB
11201723010,NBESHC018-17SB
11201723010,NABHQ0001-15SB
11201723010,NIMCTC014-13SB
21008415,DAESHC036-17SB
21008415,NAESHC033-17SB
21008415,NB1ESTO013-17SB
21008415,DAESHC016-17SB
21008415,NBBHS0001-15SB
21009514,NAESZR002-13SB
21009514,NA2BHS0001-15SB
11201922125,DB1BCJ0205-15SB
11201922125,DA2BCN0407-15SB
11201922125,DAESTS003-17SB
11201920151,DA3BCJ0205-15SA
11201920151,DA2BCN0407-15SA
11201920151,NAESTS003-17SB
11201920151,DA4BCM0505-15SA
11201920151,DA1BCL0307-15SA
11201720468,NB9BCJ0205-15SA
11201720468,NB1BCN0407-15SA
11201720468,NA1BCN0404-15SA
11201720468,NB3BCL0307-15SB
11092816,NA2NHI5001-15SA
11092816,NS1BCK0103-15SA
11092816,NAESTG009-17SB
11092816,NAESHP025-14SB
11092816,NAESTU021-17SA
11038215,NAMCZA008-17SA
11038215,NAMCZA050-17SA
11038215,NA1MCZA030-17SA
11129211,NAESTI010-17SA
11129211,NA1ESTI004-17SA
11129211,NA1MCTA022-17SA
11201721430,NA2BCJ0204-15SA
11201721430,NABCN0402-15SA
11201721430,NAESZI034-17SA
11201721430,NA1MCTA026-13SA
11201721430,NA1MCZA030-17SA
11201722708,NA1ESTA002-17SA
11201722708,NAESTE036-17SA
11201722708,NAESTE029-17SA
11201722708,NS2BCK0103-15SA
11114515,NB1ESTO903-17SA
11114515,NA2BCJ0204-15SB
11114515,NABCN0404-15SA
11114515,NAESZG040-17SB
11114515,DAESHR019-13SB
11114515,NAESTU019-17SA
11057613,NA1MCTA001-17SA
11057613,DANHZ3087-15SA
11057613,DANHZ1092-19SA
11057613,NBNHZ5020-15SA
11057613,NB2ESTO903-17SA
11057613,NB1ESTO017-17SA
11057613,NAESZI029-17SA
11031415,NAESTA005-17SA
11031415,NAESTA008-17SA
11031415,NA2ESTI013-17SA
11031415,NAESTA022-17SA
11201912273,NbBHO0101-15SB
11201912273,NABHQ0001-15SB
11201912273,NABHQ0003-15SB
11201912273,NABHP0201-15SB
21045714,NAESHC038-17SB
21045714,NAESZC031-17SB
11003116,DAESTO016-17SA
11003116,DA3BCK0104-15SA
11003116,DAESTO008-17SA
11003116,DA1ESTO012-17SA
11003116,DB1BCS0002-15SA
11201922133,DA7BCJ0205-15SA
11201922133,DA2BCN0407-15SA
11201922133,DA7BCM0505-15SA
11201922133,DA4BCL0307-15SA
11201721403,DA1ESTO001-17SA
11201721403,DB2ESTO903-17SA
11201721403,DAESTO016-17SA
11201721403,DA1ESTO012-17SA
11201721403,DA1BCS0002-15SA
11201721403,DAESTM002-17SA
21076013,DAESTB029-17SB
21076013,DAESTB027-17SB
21076013,DAESTO011-17SB
21076013,DAESTB020-17SB
11201721076,DA1MCTA033-15SA
11201721076,DA1MCTB019-17SA
11201721076,DAMCZA017-13SA
11201721076,DB2BCS0002-15SA
11201811061,DA2BCJ0204-15SA
11201811061,DANHT4017-15SA
11201811061,DA4BCM0505-15SA
21025711,NCBCN0402-15SB
11201810959,DA4MCTA001-17SA
11201810959,DAMCTB009-17SA
11201810959,NA1MCTA015-13SA
11201810959,DA1MCTB019-17SA
11201810959,NA2MCTA022-17SA
11201920448,DA4BCJ0205-15SB
11201920448,DA1BCN0407-15SB
11201920448,DA2BCM0505-15SB
11201920448,DA2BCL0307-15SB
11029814,NAESZE097-17SA
11029814,NA2ESTE020-17SA
11029814,NA3BCS0002-15SA
11029814,NAESTO014-17SA
11148008,NB1ESTA014-17SA
21067215,NANHH2015-13SB
21067215,DANHZ2031-11SA
21067215,NANHZ2052-11SB
21067215,NANHH2089-16SB
11201721797,NA4MCTA006-17SA
11201721797,NA2MCTB019-17SA
11201721797,NA3MCTA022-17SA
11201721797,NA3MCTA023-17SA
11201721797,NA2MCTA026-13SA
11086116,DA2MCTA006-17SA
11086116,NB2BCJ0204-15SA
11086116,NB2BCN0407-15SA
11086116,DA1ESTO011-17SA
11003216,DA1MCTA033-15SA
11003216,DA2MCTB019-17SA
11003216,DA2MCTA022-17SA
11003216,DA1MCTA023-17SA
11003216,DA1MCTA026-13SA
11201720642,NA1ESTI002-17SA
11201720642,NC2ESTO903-17SA
11201720642,NBBCN0402-15SB
11201720642,NABCN0404-15SB
11201720642,NA1ESTO008-17SA
11201720642,NA2ESTO017-17SA
11201720706,NC4BCJ0205-15SB
11201720706,NB1BCN0407-15SB
11201720706,NB2BCM0505-15SB
11201922161,DB3BCJ0205-15SB
11201922161,NB2BCN0407-15SA
11201922161,NB5BCM0505-15SA
11201922161,DB2BCL0307-15SB
11201722907,DA8BCJ0205-15SA
11201722907,DS1BCK0103-15SB
11201722907,DA3BCL0307-15SB
11039116,NA2MCTA001-17SA
11039116,NAESZI034-17SA
11039116,NAESTA019-17SA
11039116,NB2BCS0002-15SA
21014816,DAESHR001-13SB
21014816,DAESZR002-13SB
21014816,DAESHR003-13SB
21014816,DA1ESHP016-13SB
11201721142,NAESHC033-17SB
11201721142,NABCN0402-15SB
11201721142,NAMCZC011-15SB
11201811306,NA3MCTA001-17SA
11201811306,NBMCTB009-17SA
11201811306,NA2BCK0104-15SA
11201811306,NA3MCTB019-17SA
11201811306,NAMCZA050-17SA
21058416,NBMCTB009-17SA
21058416,NAESZU035-17SA
21058416,NA1ESTU006-17SA
21058416,NA2BCK0104-15SA
21058416,NAESZE100-17SA
11201721402,NAESHC033-17SB
11201721402,NAESZP015-13SB
11201721402,NA1MCTC014-13SB
11201721402,NAESHC024-17SB
21084813,NAESZU034-17SA
21069513,NAESZE109-17SA
21069513,NAESTO015-17SB
21069513,NA2ESTO008-17SA
21069513,NB1ESTO012-17SA
11016615,NB1ESTO016-17SB
11016615,DS2BCK0103-15SA
11016615,NA3BCN0407-15SA
11016615,DA2BCK0104-15SA
11016615,NAESZG040-17SB
11016615,DAESZG007-17SB
21061215,DB2MCTA001-17SA
21061215,DA1BCJ0205-15SA
21061215,DS1BCK0103-15SA
21061215,DA2BCK0104-15SA
11052316,DAMCZA035-17SA
11052316,DAMCZA020-13SA
11052316,DA1MCTA023-17SA
11052316,DA1MCTA026-13SA
11058616,NB1BIR0004-15SA
11058616,NB1BCJ0204-15SA
11058616,NB1BCN0402-15SA
11058616,NA1BCM0504-15SA
11103115,DA1MCTB010-13SA
11103115,NA1ESTM014-17SA
11103115,NAESZM022-17SA
11103115,NAESTM001-17SA
11103115,NAESTM015-17SA
11044315,NAESTS002-17SB
11044315,NA3MCTB010-13SB
11044315,NAESTS005-17SB
11044315,NAESTS003-17SB
11044315,NA1ESTS011-17SB
11201721255,NA1BIR0603-15SA
11201721255,NA1BCJ0205-15SA
11201721255,NA1BCN0407-15SA
11046816,NA1NHT4017-15SA
11046816,NA1ESTO011-17SA
11046816,NA1BCK0104-15SA
11046816,NB1BCS0002-15SA
11018514,NA2MCTA033-15SA
11201722339,DA4MCTA001-17SA
11201722339,NAMCTB009-17SA
11201722339,NA3MCTB019-17SA
11201722339,DAMCZA017-13SA
11201722339,DAMCZA019-17SA
11201722339,NB1BCS0002-15SB
11201722339,NA1MCTA022-17SA
11201722339,NA1MCZA030-17SA
11074813,DA4MCTA001-17SA
11074813,DA1MCTA033-15SA
11074813,DB2BCK0104-15SA
11074813,DAMCZA017-13SA
11201810964,DANHZ1074-15SA
11201810964,DA1BIR0603-15SA
11201810964,DAESTU005-17SA
11201810964,DA1BCK0104-15SA
11201810964,DAESTO005-17SA
11201810964,DB1ESTO006-17SA
11032415,NAMCTD023-18SA
11032415,NA1MCTB019-17SA
11201810887,NA1BIR0004-15SA
11201810887,NBMCTB009-17SA
11201810887,NAESTO016-17SA
11201810887,NA1BCK0104-15SA
11201810887,NA1ESTO006-17SA
11201921142,DB1BIS0005-15SB
11201921142,DABHO0102-15SB
11201921142,DB1BIQ0602-15SB
11201921142,DBBHQ0002-15SB
11201921142,NABHQ0301-15SB
11053714,NA3ESTA001-17SA
11053714,NS2BCK0103-15SB
11053714,NA4BCN0407-15SA
11053714,NA2ESTA013-17SA
11201822581,DAESHC016-17SB
11201822581,DA2BCN0407-15SB
11201822581,DA1MCTC014-13SB
11201822581,DABHP0201-15SB
11201822581,DBBHQ0301-15SB
11201722553,DANHZ1092-19SA
11201722553,NA4BCN0407-15SA
11201722553,NAESTO011-17SB
11201722553,NA2BCM0505-15SB
11201722553,NAESTU033-17SA
11201722553,NA6BCL0307-15SA
11201822405,DA3MCTA001-17SA
11201822405,DB1BIR0603-15SA
11201822405,DA4MCTA006-17SA
11009615,NA2NHI5001-15SA
11009615,DAESTG003-17SB
11009615,NAESTG011-17SB
11009615,NAESTG010-17SB
21038515,NA1ESHT008-17SB
21038515,NAESHT014-17SB
21038515,NAESZT016-17SB
11080215,DAMCZA017-13SA
11080215,DAMCZA020-13SA
11080215,DA1MCZA030-17SA
11088311,NAESTE024-17SA
11088311,NA2ESTE014-17SA
11201921756,DANHT1058-15SA
11016916,NA1MCTA033-15SA
11016916,NA3MCTA022-17SA
11016916,NA1MCTA023-17SA
11016916,NA3MCTA026-13SA
11016916,NAMCZA030-13SB
11201812344,DB1BIR0603-15SA
11201812344,DA1ESTO001-17SA
11201812344,DAESZU002-17SA
11201812344,DB1BCK0104-15SA
11201812344,DBESTO017-17SA
11201812344,DAESZU016-17SA
11201812344,NAESTU033-17SA
11201812344,DAESTU015-17SA
11201812344,DAESTU019-17SA
11201812344,DAESTU021-17SA
11201722442,NA2MCTA015-13SA
11201722442,DAMCZA018-17SA
11201722442,DAMCZA019-17SA
11201722442,NAMCZA050-17SA
11050916,DAESTO011-17SA
11050916,NANHT4033-15SA
11050916,NANHT4058-15SA
11050916,NANHT4055-15SA
11050713,DAMCTC002-15SA
11018112,NAESTU027-17SA
11018112,NAESTU039-17SB
11018112,NAESTU033-17SA
11018112,NAESZU033-17SA
21049414,DA2MCTB010-13SA
21049414,DA1NHI5001-15SA
21049414,DANHZ5020-15SA
11027615,DAESTG001-17SB
11027615,NAESTG017-17SB
11201722820,NA2ESTO001-17SA
11201722820,NABIQ0602-15SB
11201722820,DB1BCK0104-15SA
11201722820,NB1ESTO006-17SA
11016212,NIESTS016-17SB
11016212,NAESTS011-17SB
11201720616,DA2ESTO903-17SA
11201720616,DB1BCJ0205-15SA
11201720616,DS1BCK0103-15SA
11201720616,DA2BCK0104-15SA
11201720616,NAESTA019-17SA
11201811008,DA1BIR0603-15SA
11201811008,DA2BCN0407-15SA
11201810257,DAMCTB009-17SA
11201810257,DA1ESTO001-17SA
11201810257,NA1ESTA002-17SA
11201810257,DA1ESTO011-17SA
11201810257,NBESTO014-17SA
21024014,NB3ESTO016-17SB
21024014,NAESZG041-17SB
13201822582,NAESHR026-14SB
13201822582,NAESHR903-18SB
13201822582,NAESHP024-14SB
13201822582,DA2ESHP016-13SB
13201822582,DAESHR014-13SB
13201822582,DAESHP029-14SB
11201721705,NA1ESTO006-17SA
11201721705,NAESTM005-17SA
11201721705,NAESTM006-17SA
11201721705,NAESZM040-17SA
11201721705,NAESZM025-17SA
11035216,NB1ESHC036-17SB
11035216,NAESHC038-17SB
11035216,DA1MCTC014-13SB
11035216,NAESHC029-17SB
11035216,NAESHR019-13SB
11035216,DAMCZC011-15SB
21042315,DAESZG013-17SB
11146409,NB1ESTO016-17SB
11146409,DAESTG013-17SB
11146409,NAESTG019-17SB
21046516,NAESHC038-17SB
21046516,NAESZC031-17SB
11007115,NIESTS016-17SB
11007115,DAESTS005-17SB
11007115,DBESTA001-17SB
11007115,DAESTS007-17SB
11007115,NA2ESTA003-17SA
11007115,NAESTS017-17SB
11014513,NA3ESTO001-17SB
11014513,NB3ESTO016-17SB
11014513,NAESZI027-17SA
11014513,NAESZU036-17SA
11201932466,NB3BIS0005-15SB
11201932466,NB1BIQ0602-15SB
11201932466,NBBHQ0002-15SB
11201932466,NBBHP0001-15SB
11201932466,NBBHQ0301-15SB
11046811,NA1ESTA002-17SA
11046811,NAESTU012-17SA
11046811,NAESZU016-17SA
11086815,NA3ESTA001-17SA
11086815,NA1ESTO006-17SA
11086815,NA1ESTO017-17SA
11086815,DAESZA016-17SA
11086815,NAESTB015-17SB
11086815,NB1ESTA014-17SA
21026815,NA1MCTA033-15SA
21026815,NA3MCTA026-13SA
21026815,NA1MCZA030-17SA
11201920936,DB8BCJ0205-15SA
11201920936,DB1BCN0407-15SA
11201920936,DA1ESTO005-17SA
11201920936,DB3BCM0505-15SA
11201920936,DB6BCL0307-15SA
11013615,DA1MCTC014-13SB
11013615,DAESTG024-17SB
21069913,NAMCTD016-18SA
21069913,NAMCTD019-18SA
11055512,NAESZE097-17SA
11055512,NAESZE105-17SA
11055512,NAESZU035-17SA
11055512,NAESTE024-17SA
11055512,NAESZE100-17SA
11038812,DAESTG013-17SB
11038812,DAESTG021-17SB
11038812,NAESTG019-17SB
11201720322,NA1BCJ0205-15SA
11201720322,NB3BCN0407-15SA
21012715,NA2MCTA001-17SA
21012715,DANHT1057-15SA
21012715,DAMCZA030-13SB
21010616,NAESZS012-17SB
21010616,DAESTS019-17SB
21010616,DBESTA001-17SB
21010616,DAESZS025-17SB
21010616,DAESZS021-17SB
13201812190,NB1ESHC036-17SB
13201812190,NAESHC033-17SB
13201812190,NAESZC028-17SB
13201812190,NAESHC038-17SB
13201812190,NA2ESHC017-17SB
11005908,NAESTA017-17SA
11005908,NBESTA016-17SA
11201720446,NBMCTB009-17SA
11201720446,NBBCN0404-15SA
11201720446,NANHT3065-15SA
11201720446,NBNHT3049-15SA
11201722006,NBESHC016-17SB
11201722006,NA1ESHT008-17SB
11201722006,NAESHP024-14SB
11201722006,NAESZP029-13SB
11201722006,NA1BHS0001-15SB
21010913,DAESTG013-17SB
21010913,DAESTM010-17SB
21010913,DAESTG016-17SB
21010913,NAESZE100-17SA
21010913,NB2ESTA014-17SA
11201811678,DAESHC016-17SB
11201811678,DA2BCN0407-15SB
11201811678,DA1MCTC014-13SB
11201811678,DABHP0201-15SB
11084415,NA3BCK0104-15SA
11084415,NANHT3068-15SA
11084415,NANHT3044-15SA
11084415,NA1NHT5012-15SA
11084415,NB2BCS0002-15SA
11201721110,NA4ESTO001-17SB
11201721110,NB3ESTO016-17SB
11201721110,NB1BCS0002-15SA
11201721110,NA1MCZA030-17SA
11004814,NAESTB029-17SB
11004814,NAESTB027-17SB
11004814,NAESTB025-17SB
11004814,NAESTB020-17SB
11076513,DA4MCTA001-17SA
11076513,DS2BCK0103-15SA
11076513,DABCN0402-15SA
11076513,DA3BCN0407-15SA
11201932492,NA2BIS0005-15SB
11201932492,NB1BIR0603-15SA
11201932492,DA1BIQ0602-15SA
11201932492,DA1BCM0504-15SA
11201932492,NC2BCL0307-15SA
11201812101,NAESHR001-13SB
11201812101,NA2ESHC017-17SB
11201812101,NBESHC018-17SB
11201812101,NA2BCN0407-15SB
11201812101,NA1MCTC014-13SB
11201810070,DB1MCTB010-13SA
11201810070,DA1BIQ0602-15SB
11201810070,DA1BCK0104-15SA
11201810070,DAESTS003-17SB
11201810070,DA1BCM0504-15SA
11037916,DA2MCTB010-13SA
11037916,NAESZE105-17SA
11037916,DAESTO015-17SA
11037916,DAESTE017-17SA
11037916,NB1ESTO012-17SA
11037916,NA3BCS0002-15SA
11094714,DANHT3065-15SA
11094714,DANHT3068-15SA
11094714,DANHT3073-15SA
11201920144,NABCL0306-15SA
11201920144,NA2BCN0407-15SA
11201920144,NA9BCM0505-15SA
11201920144,NC3BCL0307-15SA
11034916,NAESTI010-17SA
11034916,NA1ESTA001-17SA
11034916,NAMCZA008-17SA
11034916,NAESZI034-17SA
11034916,NA1ESTO008-17SA
11065012,NA2ESTA023-17SA
11201722793,NA2MCTB010-13SB
11201722793,NA4ESTO001-17SB
11201722793,NA1ESTO004-17SA
11201722793,NAESTA019-17SA
11201722793,NA1MCZA030-17SA
11201810872,NB2BCJ0205-15SA
11201810872,NB1BCN0407-15SB
11201810872,NB4BCL0307-15SA
11098613,NA1NHI5001-15SA
11098613,NBNHZ5020-15SA
11098613,NABHQ0002-15SA
11038715,NAESTI010-17SA
11038715,NA1ESTO012-17SA
11038715,NA2MCTA022-17SA
11038715,NA1ESTI013-17SA
21065415,NA2BIS0005-15SB
21065415,NANHI5002-15SB
21065415,NANHH2017-16SB
21065415,NA1ESTO011-17SB
11201920414,NB3BIS0005-15SB
11201920414,NB1BIQ0602-15SB
11201920414,NBBHQ0002-15SB
11201920414,NBBHP0001-15SB
11201920414,NBBHQ0301-15SB
11057014,NAESZU027-17SA
11057014,NAESTU040-17SA
11057014,NAESZU016-17SA
11057014,NAESZU023-17SA
11057014,NAESZU036-17SA
11085914,NA2ESTA001-17SA
11085914,NA1MCTB019-17SA
11085914,NAESTA008-17SA
21027816,DABHO0102-15SB
21027816,NAESHT025-17SB
21027816,DA1BCN0402-15SB
21027816,DABHQ0001-15SB
11100316,DAMCTB001-17SA
11100316,DAMCTB009-17SA
11100316,NA2ESTA002-17SA
11100316,DBESTO017-17SA
11201922282,DA3BCL0308-15SA
11201922282,DB6BCJ0205-15SA
11201922282,DIBCN0407-15SA
11201922282,DCESTO005-17SA
11201922282,DB6BCM0505-15SA
11201922282,DB3BCL0307-15SA
11201721901,DAESHP005-13SB
11201721901,DABHP0001-15SB
11201721901,DABHO0001-15SB
11201721901,DABHQ0301-15SB
11201920802,NA2BCJ0205-15SA
11201920802,NA6BCM0505-15SA
11201920802,NA1BCL0307-15SA
11035312,NA1MCTA015-13SA
11201920653,NB3BIS0005-15SB
11201920653,DBNHZ3087-15SB
11201920653,DB1BCJ0205-15SB
11201920653,DB1BCN0407-15SB
11201920653,DB1BCM0505-15SB
11201920653,DB1BCL0307-15SB
11201921101,DA2BCJ0205-15SA
11201921101,DA1BCN0407-15SA
11201921101,DA2BCM0505-15SA
11201921101,DA5BCL0307-15SA
11069011,NAESZM040-17SA
11069011,NAESZM041-17SA
11201811492,NABHO0102-15SB
11201811492,NbBHO0101-15SB
11201811492,NA1BIQ0602-15SB
11201811492,NABHO0001-15SB
11201721793,DANHT3065-15SA
11201721793,DD2ESTO006-17SA
11201721793,DANHT3037-13SA
11050215,DBMCTB009-17SA
11050215,NB1BCK0104-15SA
11050215,DAESTO005-17SA
11050215,DC2ESTO006-17SA
11050215,NAESTU012-17SA
11050215,DAESTU015-17SA
11061214,NA2MCTA001-17SA
11061214,NAESTI010-17SA
11061214,NA1ESTI002-17SA
11061214,NA1ESTI004-17SA
11201721453,NAESHP024-14SB
11201721453,NA2ESHP016-13SB
11201721453,NAESHR023-14SB
11201721453,NA2BHS0001-15SB
11201721453,NAESHR014-13SB
11201720418,NA2MCTA001-17SA
11201720418,DAMCTB009-17SA
11201720418,NANHT3065-15SA
11201720418,DANHT3073-15SA
11201720418,NBNHT3049-15SA
21026216,NA1ESTA013-17SA
21026216,NA2ESTA023-17SA
21026216,NAESZI034-17SA
21026216,NAESTA022-17SA
21048816,NA1BIR0004-15SB
21048816,NA1BCL0306-15SB
21048816,NAESTO011-17SB
21048816,NABCN0404-15SB
11201722513,DA2ESTA004-17SA
11201722513,DA2ESTA001-17SA
11201722513,DA1BCK0104-15SA
11201722513,DAESTI004-17SA
11201722513,DA1MCTA022-17SA
11201811567,NA1BIR0004-15SA
11201811567,NA3ESTO903-17SA
11201811567,NA1BCJ0205-15SA
11201920569,NA5BCJ0205-15SA
11201920569,NA1BCN0407-15SA
11201920569,NA3BCM0505-15SA
11201920569,NA3BCL0307-15SA
21020616,DAESHC036-17SB
21020616,DABHQ0002-15SB
21020616,DA1ESHC017-17SB
21020616,DAESHC019-17SB
21020616,DAESHC024-17SB
11127115,NA1NHT1002-15SB
11127115,NAESTG006-17SB
11127115,NAESTG007-17SB
11127115,NAESZG018-17SB
11201721949,NA1BIR0603-15SA
11201721949,NS1BCK0103-15SA
11201721949,NA4BCN0407-15SA
11201721949,NA3BCK0104-15SA
11120615,NANHZ1074-15SA
11120615,NA1BCJ0204-15SA
11120615,NB2BCK0104-15SA
11120615,NAESTU015-17SA
11063215,NAESTG008-17SB
11063215,NAESTG019-17SB
11201922232,DABHO0101-15SB
11201922232,NABIQ0602-15SB
11201922232,NBBCN0402-15SB
11201922232,NABHO0001-15SB
11201722070,DB1BIR0004-15SA
11201722070,NA2MCTA033-15SA
11201722070,NA5BCN0407-15SA
11201722070,NA1BCK0104-15SA
11201722070,DSBCM0505-15SB
11201722070,NA4MCTA022-17SA
11061815,NA3ESTA004-17SA
11061815,NAESTE029-17SA
11061815,NAESTI004-17SA
11201721655,NAESHC033-17SB
11201721655,NAESHC038-17SB
11201721655,NAESZC031-17SB
11201721655,NABCN0402-15SB
11109115,NAMCTD023-18SA
11021214,NA3MCTB019-17SA
11021214,NB2BCS0002-15SA
21077516,DBESTM014-17SA
21077516,NAESZM030-17SA
21077516,NAESZM002-17SA
21077516,NAESTM015-17SA
21077516,DBESTM002-17SA
11111215,NBESTA016-17SA
11111215,NAESTA008-17SA
11111215,NA2ESTI013-17SA
11201722403,DANHT4025-15SA
11201722403,DANHT4050-15SA
11201722403,DANHZ4069-15SA
11201722403,DANHT4052-15SA
11086515,NAESTE036-17SA
11086515,NA2ESTO008-17SA
11086515,NA9BCM0505-15SA
11086515,NAESTU037-17SA
11201921428,DB7BCJ0205-15SA
11201921428,DB1BCN0407-15SA
11201921428,DB5BCM0505-15SA
11201921428,DB5BCL0307-15SA
11201932540,NB1BIS0005-15SB
11201932540,NAMCTB009-17SB
11201932540,NA2ESTO001-17SB
11201932540,NA1BIQ0602-15SB
11201932540,NA2BCM0505-15SB
21083416,NA1ESHP016-13SB
21083416,NAESHR019-13SB
21083416,NAESHP020-13SB
21083416,NAESHP029-14SB
21083416,DBESTU021-17SB
21083416,NAESZT016-17SB
11201922340,DABIQ0602-15SB
11201922340,DABHQ0002-15SB
11201922340,DABHP0201-15SB
11201922340,DABHQ0301-15SB
21031712,DA3BCJ0204-15SA
21031712,NAMCTD010-13SA
11201921300,NB1BIR0603-15SB
11201921300,NABHQ0002-15SB
11201921300,NABHP0001-15SB
11201921300,NABHO0001-15SB
11201921300,NABHQ0301-15SB
11030115,DAESTG002-17SB
11030115,DAESZG031-17SB
11030115,NB2ESTO016-17SB
11030115,NA1BCK0104-15SB
11030115,DAESTG024-17SB
21047013,NAESHT025-17SB
21047013,NA2ESHP016-13SB
11201920758,DB3BIS0005-15SB
11201920758,DB1BIQ0602-15SB
11201920758,DBBHQ0002-15SB
11201920758,DBBHP0001-15SB
11201920758,DBBHQ0301-15SB
11201922393,DA3BIS0005-15SB
11201922393,DBESHR003-13SB
11201922393,DABIQ0602-15SB
11201922393,DABHQ0002-15SB
11201922393,DABHP0001-15SB
11201922393,DABHQ0301-15SB
11041514,NAESZS012-17SB
11041514,DAESZS004-17SB
11041514,NAESTS007-17SB
11041514,NAESTA008-17SA
11201722122,NA4ESTO001-17SA
11201722122,NAESTU005-17SA
11201722122,NA1ESTO017-17SA
11201722122,DAESTU012-17SA
